,Purpose Code,Categorization
3320,DIGITAL BILLBOARDS,digital
3321,"PRODUCTION, PRINTING AND POSTAGE OF MAILER",media
3322,POSTAGE FOR MAILERS ('MCGINTY SUPREME COURT MAILER 2'),administrative
3323,ONLINE ADVERTISING-ALSO OPPOSE BUSH & CLINTON,digital
3324,MEDIA BUY COMMISSION,media
3325,CAMPAIGN CONSULTING FOR FIELD PROGRAM; 8/1 - 8/31,consulting
3326,TELEVISION ADVERTISING OF PROBLEM,media
3327,RADIO AD: PRODUCTION,media
3328,PREPARED ADVERTISEMENT,media
3329,"CAMERA EQUIPMENT FOR ONLINE VIDEO PRODUCTION, SEE IN-KIND PAGE 2, ITEM A",digital
3330,SUPPORTER TRANSPORTATION,travel
3331,"STAFF TIME; 9/1 - 9/30. COSTS DO NOT EXCEED $10,000 UNTIL 10/9/14",administrative
3332,TV AD PRODUCTION & PLACEMENT: DELPHI,media
3334,IPADS FOR CANVASSING (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),field
3335,"TV MEDIA, RADIO PRODUCTION AND MEDIA, BUS SIGN PRODUCTION AND PLACEMENT",media
3336,EQUIPMENT RENTAL - CANVASS,field
3337,IE-SIMPSON-YARD SIGNS,field
3338,PHONE CAMPAIGN PLAN,field
3339,PRINT AND MAIL SERVICES,administrative
3340,INSIDER-BARBER' TV ADVERTISEMENT,media
3343,IE-PRINTING-LANDRIEU,administrative
3344,HONDA DOORHANGER,field
3345,EMAIL COPYWRITING,digital
3347,RADIO ADS 4/15 TO 4/21,media
3348,WEB AD PLACEMENT (PRESSLER - NOT FOR US),digital
3349,AD PRODUCTION SERVICES,media
3350,"MAIL, FLIER",fundraising
3351,CREATIVE AND PRODUCTION FUNDRAISING MAIL,fundraising
3352,"TV AND DIGITAL ADVERTISEMENT FOLLOW PELOSI SUPPORTING NAN HAYWORTH, 9/24 - 10/7.",digital
3353,VOICE TALENT - ELIZABETH AND RICH,media
3354,IN-KIND PHONE CALLS IN SUPPORT OF MCDANIEL,field
3355,"TV AND DIGITAL ADVERTISEMENT POWER OPPOSING MARK UDALL, 9/4 - 9/17.",digital
3357,PRINTING & PROCESSING FOR MAILER,administrative
3359,BLOGS AND SOCIAL MEDIA POSTS ON TRUMP,digital
3360,DOOR HANGER -- MINNESOTA; ALSO OPPOSES BARACK OBAMA,field
3361,TELECOMMUNICATIONS,administrative
3362,INDEP EXPEND:  AD SUPPORTING B. BOYLE FOR CONGRESS,media
3363,RADIO - 'MORTGAGES',media
3365,SOCIAL MEDIA PRODUCTION: VAUGHNS,digital
3366,PARYROLL & BENEFITS - CO LATINOS RISE,administrative
3367,STAFF TIME & POSTAGE; 9/23-9/30 ESTIMATE; DOES NOT AGGREGATE TO 10K UNTIL 9/26/16,administrative
3368,MAILERS ('ROSS SUPREME COURT MAILER 2'),fundraising
3369,STAFF TIME FOR MAILER,fundraising
3370,BROADCAST MEDIA PLACEMENT,media
3371,"MAIL PRINTING, POSTAGE, SHIPPING & OVERS",fundraising
3372,MEDIA BUY - 'BACKROOM DEAL',media
3373,STAFF TIME & TRAVEL EXPENSES; 10/16 - 10/31,travel
3374,FINANCIAL SUPPORT FOR MEDIA BUYS IN THE STATE OF MT,media
3375,IE-MACK-GRASSROOTS ORGANIZING,field
3376,DIRECT MAIL--NEVADA; ALSO OPPOSES BARACK OBAMA,fundraising
3377,RICHMOND-A STRONG VOICE FOR LOUISIANA,media
3378,IE-BUCK-EMAIL LIST RENTAL,digital
3379,JULY MONTHLY ONLINE ADVERTISING FEES,digital
3380,MAILERS (KANDER HEALTHCARE AND OBAMACARE),fundraising
3381,IE-MANDEL-TRAVEL,travel
3382,MEDIA PLACEMENT-ALSO OPPOSE TRUMP RUBIO & KASICH,media
3383,ESTIMATE OF JULY MONTHLY PHONE OUTREACH FEES,field
3384,IE-RADIO-COTTON,media
3385,MEDIA - TV AD BUY,media
3386,AUTOMATED CALLS 2/1 NEVADA IE,field
3387,CANVASSING SERVICES 9/26-10/2,field
3388,TV AD PRODUCTION & PLACEMENT,media
3389,VAN RENTAL FOR CANVASSING 3/28-4/26,field
3390,ESTIMATE: PROOFREADING,administrative
3391,ADVERTISING - WISCONSIN,media
3392,DIGITAL MEDIA BUY -ENDORSED - DISSEMINATED 8/19/2016,digital
3393,VOICE WORK FOR RADIO AD,media
3394,GAS TAX PRODUCTION MAIL PRODUCTION,administrative
3395,AUTOMATED CALLS TO CA MEMBERS,field
3396,CAREY ACCOUNT - LIST RENTAL COSTS,fundraising
3397,TELEPHONE CALLS 'LOUISIANA NOW',field
3398,PAC MAILING,fundraising
3400,AD PRODUCTION AND CONSULTING,consulting
3401,WINDOW DECALS:  BRENDAN BOYLE (INDEP EXPEND),administrative
3402,5/23/16 TO 5/30/16 TELEVISION ADVERTISING,media
3403,INFORMATION TECHNOLOGY SEVICES FOR GROUND CAMPAIGN AND PHONE BANKING,field
3404,STAFF TIME TALKING TO VOTERS AT TABLE,field
3405,RADIO PRODUCTION ESTIMATE - PREPARED - DISSEMINATED 8/20/2016,media
3406,ESTIMATE OF NOVEMBER MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
3407,IE-SOUTHERLAND-DIRECT MAIL,fundraising
3408,ESTIMATED SALARY FOR GROUND CAMPAIGN (5/15 - 5/16),field
3409,TELEPHONE CALLS - 04/21/2012,administrative
3410,PAYROLL ESTIMATE FOR CANVASSERS 10/27-11/8 NC,field
3411,IE-MCCAIN-MEDIA PRODUCTION,media
3412,CANVASSING SERVICE,field
3413,DATA SERVICES PHONE LIST,digital
3414,11/2/2014 BLAST EMAILS,digital
3415,CABLE TELEVISION BUY (3/12 - 3/21/2014),media
3416,MEDIA PRODUCTION ESTIMATES COSTS,media
3417,PARKING FEES FOR BUS,travel
3419,ADD TO EXISTING RADIO AD AIRBUY,media
3420,TV AD MEDIA BUY,media
3421,LIST RENTAL/CREATIVE FEES,fundraising
3422,STRATEGIC CONSULTING BUS RENTAL AND  PHONE SERVICES FOR BATTLEGROUND STATES GOTV & BUS TOUR,consulting
3423,IE-RADIO-ERNST,media
3424,VOTER CONTACT LISTS,field
3425,VOICE OVER VIDEO,media
3428,LEAFLET- COUNTRY DIVIDED (SEPTEMBER ESTIMATE),field
3429,SUPPLIES; 11/1 - 11/4 (ESTIMATE),administrative
3430,"ESTIMATED COST FOR SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/13-9/17",field
3431,MEDIA PRODUCTION-ALSO OPPOSE CRUZ,media
3432,IE-CRUZ-MEDIA BUY,media
3433,IE-TILLIS-POSTAGE,administrative
3434,TV ADVERTISING BUY AND PRODUCTION,media
3435,DIRECT MAIL (IN-KIND),fundraising
3436,PRINTING - 'HARRIS COM' ESTIMATE,administrative
3438,SOCIAL MEDIA/ONLINE ADVERTISING,digital
3439,IE-LOVE-EST. STAFF & OVERHEAD,administrative
3441,DIRECT MAIL - 10/28/2010,fundraising
3442,GOTV CALLS (11/03 - 11/05/2012),field
3443,CANVASSING SUPPLIES,field
3444,"VIDEO PRODUCTION, PLACEMENT AND TIME PURCHASE",media
3445,ONLINE DIGITAL ADS,digital
3446,PRESS RELEAES (FROM ADVANCE LINE 21),media
3447,DIRECT MAIL -- NEVADA; ALSO OPPOSES BARACK OBAMA,fundraising
3448,ONLINE FEES - CONSULTING,consulting
3449,"PRINTING/POSTAGE, 3RD CD FLIER",administrative
3450,BARBER-VETERAN',administrative
3451,IE-NELSON-VOTER MAIL,field
3452,RADIO AD PLACEMENT (ESTIMATE),media
3453,PRODUCTION EXPENSE - 10/28/2010,media
3454,SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BROWN,digital
3455,POSTAGE - BOUCHER THE SPENDIFICENT,administrative
3456,ONLINE DIGITAL ADVERTISING EXPENSE,digital
3457,STAFF TIME ASSOCIATED WITH INDEPENDENT EXPENDITURE,administrative
3458,"POSTAGE, 9TH CD FLIER",administrative
3459,BUS TOUR - CATERING,travel
3460,VOTER DATA FILE,field
3461,IE-SMITH-TRAVEL,travel
3462,"ROBO CALLS, AMOUNT ESTIMATED",field
3463,MEDIA-TELEVISION,media
3464,"MAIL PIECE PRODUCTION, POSTAGE; IN-KIND FROM STUART SMITH CREDIT CARD",fundraising
3465,"PRINTING, POSTAGE FOR DIRECT MAIL FUNDRAISER",fundraising
3466,DIGITAL AD BUY-ESTIMATED COST,digital
3468,IE-FLAKE-RENT,administrative
3469,RADIO AD PRODUCTION/PLACEMENT,media
3470,TV AD PLACEMENT: 'TRICK-HEINRICH',media
3471,POST-DEBATE EMAIL,digital
3472,WA SENATE RADIO AD,media
3473,SUPPLIES FOR PHONE BANK EVENT,field
3474,ONLINE ADS; 9/1-9/30 (ESTIMATE),digital
3476,OFFICE SUPPLIES/PHONES,administrative
3477,ONLINE VOTER GUIDE; 11/1 - 11/4 (ESTIMATE),digital
3478,LODGING FOR CANVASSER DEPLOYMENT,field
3479,IE-ODONNELL-BLAST EMAIL,digital
3480,E-MAIL COPYWRITING,digital
3481,ALASKA RADIO,media
3482,COMMUNICATE WITH VILLAGE RESIDENTS BY PHONE FAX AND MAIL,field
3483,CONCEPT; CREATIVE & PRODUCTION FEES,media
3484,MEDIA BUY: RADIO (DES MOINES) 7/7-27/14,media
3485,VOLUNTEER REFRESHMENTS,field
3486,NEWSPAPER AD -  FL,media
3487,AIRFARE FOR PRODUCTION FOR PHONE BANKS,travel
3488,TO REIMBURSE FOR COVERING A NEWSPAPER AD EXPENSE,media
3489,IE-BUERKLE-VOTER MAIL,field
3490,DESIGN ONLINE NEWSLETTER,digital
3491,RADIO AND EMAIL ADVERTISING/PRODUCTION,media
3493,EMAIL BROADCAST PRODUCTION,digital
3494,ESTIMATED AD BUY,media
3495,ONLINE ADVERTISING-ALLOCATION OF RETAINER,digital
3497,"PRINTING, POSTAGE, MAILSHOP FEES",administrative
3498,CREATION AND PRODUCTION OF EMAILS SEND 11/4 - 11/8,media
3500,TELELPHONE CALLS - 8/6/2013,field
3501,RADIO AD MEDIA,media
3502,PRO BENNET MESSAGING/COMMUNICATION,media
3503,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE MINIMART ON THE GREENS,field
3504,TV ADVERTISEMENT IN NEW HAMPSHIRE,media
3506,REIMB: TRANSPORTATION; ULTIMATE PAYEE SHELL,travel
3507,TELEPHONING,field
3508,IE-BROWN-ONLINE AD,digital
3509,POSTCARDS (ESTIMATED COST),administrative
3510,OFFICE EXPENSES FOR FIELD PROGRAM; 8/1 - 8/31,field
3511,PAYMENT TO VENDOR FOR DIRECT MAIL,fundraising
3512,PRINTING - BOUCHER THE SPENDIFICENT,administrative
3513,WEBSITE AND ONLINE VIDEO PLACEMENT,digital
3514,"POSTAGE, 13TH CD FLIER",administrative
3515,MEDIA BUY - TV & CABLE,media
3516,COMMUNICATIONS DIRECTOR,consulting
3517,SPACE FOR PHONE BANKING,field
3519,IE-VILSAK-ONLINE ADS,digital
3520,MAIL BUNDLING APPEAL-PRINTING,administrative
3521,ADVERTISING CONTENT,media
3522,DIGITAL MEDIA AD CREATION AND BUY,digital
3523,11/2/16 TO 11/8/16 ONLINE ADVERTISING PR,digital
3524,ESTIMATED - PAYROLL AND BENEFITS,administrative
3525,IE-TOOMEY-CC PROCESSING FEES,media
3526,MAILING MATERIALS,administrative
3527,VOLUNTEER GROUND TRANSPORTATION TO EVENT (ALSO SUPPORTING MAGGIE HASSAN),travel
3528,RADIO AD - NATIONAL -- NOT STATE SPECIFIC,media
3529,GOTV/VOTER CONTACT,field
3530,PRODUCTION OF MAIL PIECE,fundraising
3531,BANDANAS,administrative
3532,MAIL COSTS POSTAGE INTERNET COMMUNICATIONS PHONE BANK,administrative
3533,SEARCH AD: FL,digital
3534,RADIO PRODUCTION (10.23.-11.04),media
3535,CANVASSING - PERSUASION & GOTV,field
3536,10/4 TO 10/7 TELEVISION ADVERTISING,media
3537,VOTER DATA FOR 10/11 TO 10/16,polling
3538,WED AD PLACEMENT (DEFEAT BEGICH),digital
3539,IE-BRALEY-EMAIL/SOCIAL MEDIA/PRINTING,digital
3540,IE-COTTON-PHONE PROCESSING,administrative
3542,STAFF TIME TO REVIEW OF PALM CARDS AND CANVASSING,field
3543,DOOR HANGERS- UT,field
3544,WEBSITE DEVELOPMENT - WWW.VOTEFORJOBS.COM.,digital
3545,BLOGGING ARTICLES,digital
3546,STAFF TIME FOR REVIEW OF PRESS RELEASE,media
3547,DIGITAL WEB AD PLACEMENT ('DON'T BAYH IT'),digital
3549,CAMPAIGN RALLY FOOD SERVICE (REIMBURSE GREG BRINGHURST),administrative
3550,"ESTIMATED COST: SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES",field
3551,MEDIA PRODUCTION AND DISTRIBUTION,media
3552,"OP-ED (OBAMACARE & NEVADANS) - DID NOT CROSS $10,000 THRESHOLD",media
3553,TV AD PRODUCTION: 'MODERATE',media
3554,STAFF TIME EDITING NM NEWSLETTER ARTICLE,media
3556,EVENT PLANNING - VOTE FOR CAROL SHEA-PORTER (ESTIMATED),administrative
3557,IE-PRINTING-YOUNG,administrative
3558,PHONE BANK SALARY 8/15/12 TO 8/21/12,field
3559,PRO-SUTTON MESSAGING/COMMUNICATION,media
3560,ONLINE ADVERTISING DISTRIBUTION - VOTE AGAINST HATE - NON-CONTRIBUTION ACCOUNT,digital
3561,PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 6/18-6/30,field
3562,MAILER (MASTO LOBBYIST TRIPS MAILER 2),fundraising
3563,IE-MOONEY-DIRECT MAIL PRODUCTION,fundraising
3564,"POSTAGE, 3RD CD FLIER",administrative
3565,INTERNET NEWSLETTER COSTS,digital
3566,MAIL PRINTING & POSTAGE (FORWARD),administrative
3568,STAFF TIME AND EMAIL FOR ONLINE MESSAGE,digital
3570,"UPS SHIPPING, POSTAGE, PRINTING, DATA PROCESSING (ESTIMATE)",administrative
3571,CREATIVE COST - MAIL PIECE 6,media
3572,"CREATIVE, PRODUCTION & MEDIA BUY",media
3573,"PAYMENT MADE BY STAFF FOR PRODUCTION OF FLIERS, TO BE REIMBURSED LATER",field
3574,DOOR HANGER -- IOWA; ALSO OPPOSES BARACK OBAMA,field
3575,WEB PAGE ADS (EST),digital
3577,DIRECT MAIL PRODUCTION - ALSO OPPOSES TRUMP CRUZ & RUBIO,fundraising
3578,PAYROLL TAXES FOR GROUND CAMPAIGN,administrative
3579,MAILING: DESIGN PRINTING POSTAGE SHIPPING,administrative
3580,11/20 AND 11/21 TELEVISION,media
3581,IE-MCDANIEL-ONLINE ADS,digital
3582,PRO-CARNEY MESSAGING/COMMUNICATION DEV,media
3583,PRO-MURPHY MESSAGING/COMMUNICATION MGMT,media
3584,INTERNET ADS/COMMUNICATIONS (FROM ADVANCE LINE 21),digital
3585,MAILER FOR GRIJALVA HOUSE RACE; SUPPORTING GRIJALVA,fundraising
3586,ONLINE ADVERTISING - 1/5/2012,digital
3587,JOB AD FOR CANVASSERS,field
3588,DIRECT MAIL: CREATIVE,fundraising
3589,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/23/16,fundraising
3590,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUG. 15 - 31ST.,fundraising
3591,ESTIMATED COST FOR CANVASSING SERVICES 3/28-3/31,field
3592,WEB AD CREATION & PRODUCTION (BEGICH OBAMACARE),digital
3593,UBER SERVICES RELATED TO KIDS AD SHOOT (TOTAL AMOUNT FOR 2 RIDES),travel
3594,IE-MCCONNELL-FLYERS,media
3595,"POSTCARD PRINTING, PRODUCTION, MAILING LIST RENTAL SERVICES",administrative
3596,TV ADS - DONOR,media
3597,RADIO ADVERTISING: PRODUCTION/PLACEMENT,media
3599,MEDIA AD PRODUCTION AND PLACEMENT,media
3600,IE-KAINE-CANDIDATE BOOKS,field
3601,TELEMARKETING EQUIPMENT,fundraising
3602,"PRODUCTION, DISTRIBUTION OF ONLINE VIDEO",digital
3603,MEDIA PURCHAE,media
3604,DIRECT MAIL POSTAGE - ALSO OPPOSES RUBIO & KASICH,fundraising
3605,IE-STRICKLAND-DIGITAL ADS-ESTIMATED,digital
3606,SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BERKLEY,digital
3607,POSTAGE FOR DIRECT MAILING TO RETIRED ME,fundraising
3608,IE-FASO-MEDIA PRODUCTION,media
3610,IE-PHONE CALLS-TOOMEY,field
3611,IE-CRUZ-SPEAKER FEE/TRAVEL,travel
3612,TV AD CAME FROM,media
3613,MEDIA PRODUCTION-NATIONAL DISSEMINATED,media
3614,EMAIL CAMPAIGNS,digital
3615,OFFICE RENT FOR GROUND CAMPAIGN AND PHONE BANKING,field
3616,TV AD 30 SEC KATE MARSHALL,media
3617,IE-STEFANIK-DIRECT MAIL,fundraising
3619,IE-BUERKLE-EST. STAFF & OVERHEAD,administrative
3620,IE-CHAPMAN-MEDIA PRODUCTION,media
3621,PREPAY SALARY / BENEFITS,administrative
3622,INTERNET ADVERTISING; ALSO OPPOSES RICK SANTORUM,digital
3623,PRO-GRAYSON MESSAGING/COMMUNICATION,media
3624,DOOR-TO-DOOR CANVASS,field
3625,"POSTAGE, ENVELOPES, PAPER FOR MAILING",administrative
3626,DIGITAL ADVERTISEMENTS - DISSEMINATED 9/25/2016,digital
3627,"TV AD AIR BUY, PRODUCTION COSTS, (CHOICE)",media
3628,DIRECT MAIL PROCESSING - AUGUST HOUSEFILE - ESTIMATE,fundraising
3629,IE-UDALL-MEDIA BUY,media
3630,WRONGONMARRIAGE.COM WEBSITE - RON PAUL,digital
3632,RADIO ADS - FL - 8/27/12,media
3633,IE-MACK-OFFICE SUPPLIES-PENS,administrative
3634,MAIL PRODUCTION AND POSTAGE,fundraising
3635,DOOR HANGERS- FLORIDA,field
3636,IE-LANDRY-DIRECT MAIL,fundraising
3637,MEDIA PRODUCTION - ALSO OPPOSE TRUMP,media
3638,PRINTING - CANVASSING LITERATURE,field
3639,VIDEO PRODUCTION-NATIONALLY DISSEMINATED,media
3640,TRAIN,travel
3641,"ESTIMATED COST FOR SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/12-9/16",field
3642,PRODUCTION OF VINYL WRAP FOR MOBILE BILLBOARD,media
3643,IE-MACK-VIDEO PRODUCTION,media
3644,TELE TOWN HALL,media
3645,ADVERTISING-PLACEMENT OF WEB ADS (NEW IDEAS & TICK TOCK),digital
3646,ESTIMATED ONLINE VOTER CONTACT FOR JUNE,digital
3647,WEBPAGE DEVELOPMENT OPPOSING MAGGIE HASSAN.,digital
3648,MEDIA PRODUCTION - ALSO OPPOSES TRUMP CRUZ & RUBIO,media
3649,CREATIVE COST - MAIL PIECE 3,media
3650,TELEPHONE BANK VOTER CONTACT 10/4/2012-10/5/2012,field
3651,FLORIDA FIRST STAFF EXPENSES (EXCEEDED $10K ON 9/17/2016),administrative
3652,AD PRODUCTION - TRUMP'S AMERICA - NON-CONTRIBUTION ACCOUNT,media
3653,VOTER CONTACT MAIL PRODUCTION & POSTAGE: CHINA #1,field
3654,PHONE BANKING FOR GOTV; 10/31 - 11/4 (ESTIMATE),field
3655,NJ POLITITRACKER,polling
3656,DIGITAL AND COMMUNICATIONS CONSULTING,digital
3657,"TV AND DIGITAL ADVERTISEMENT ALASKA ENDORSEMENT OPPOSING MARK BEGICH, 10/3 - 10/14.",digital
3658,RADIO ADS (10/31 - 11/05/2016),media
3659,ESTIMATED STAFF TIME FOR CANVASSING SERVICES 9/11-9/25,field
3660,TELE TOWN-HALL GOTV CALL,field
3661,"MEDIA PRODUCTION-NATIONALLY DISSEMINATED, ALSO OPPOSED TRUMP AND CRUZ",media
3662,VOTER FILE AND CONTACT TOOLS,field
3663,TV / MEDIA PLACEMENT - COAL AD,media
3664,BUS  TOUR - VIDEOGRAPHER,media
3665,EMAIL COSTS (FROM ADVANCE LINE 21),digital
3666,RADO AD BUY,media
3667,ONLINE AD BUY,digital
3668,ESTIMATE OF APRIL MONTHLY LIST RENTAL FEES,fundraising
3669,NEWSPAPER AD - MN,media
3670,11/3 TO 11/8 ONLINE ADVERTISING,digital
3671,"PHONES BEGINNING MAY 13, 2011",field
3672,MAILPIECE,fundraising
3673,"PHONEBANK; DOES NOT REACH $10,000 UNTIL 10/11",field
3674,TV MEDIA PRODUCTION:  ROBBED,media
3675,MAILERS ('OBAMACARE'),fundraising
3677,WEBSITE DEVELOPMENT SUPPORTING RON JOHNSON.,digital
3678,WEBSITE POSTING,digital
3680,TV AD - SPEW,media
3681,RADIO ADVERTISING BUY FOR 07/28/16,media
3682,TELEMARKETING FUNDRASING,fundraising
3683,ESTIMATE OF JANUARY MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
3684,2010 RE-BILL DIRECT MAIL POSTAGE,fundraising
3685,TV AD PRODUCTION COSTS (CHOICE),media
3686,GOTV EMAIL,digital
3687,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM SUPPORTING DONALD TRUMP. DMS SENT ON 8/15/16.,fundraising
3688,TELEOHONE CALLS,field
3689,MEDIA BUY - CANDIDATE SPECIFI,media
3690,DATABASE SERVICES; DISSEMINATION DATE 05/26/2016,digital
3691,WEB AD PLACEMENT (FIRE HAGAN 2),digital
3692,"PUBLIC OPINION POLL CONDUCTED JUNE 18-21, 2012",polling
3693,WEBPAGE DEVELOPMENT FOR JAMES COMER.,digital
3694,WEB AD CREATION & PRODUCTION (PRESSLER - NOT FOR US),digital
3695,VAN RENTAL FOR CANVASSING,field
3696,MAIL ADVERTISING DISSEMINATED 7/31/2012,media
3697,TV AD PRODUCTION AND MEDIA PLACEMENT (ACTUAL 10/10/12-10/16/12),media
3698,POSTAGEPRITING/PRODUCTION,administrative
3702,IN-KIND ADVOCACY BANNER ADVERTISING,media
3704,ESTIMATED COST: TELEVISION ADVERTISING PRODUCTION,media
3705,MEDIA PLACEMENT AND PRODUCTION - TELEVISION AD- HAD ENOUGH,media
3706,CANVASSERS AND CONSULTING (ALSO OPPOSES J.D. WINTEREGG ERIC GURR),field
3707,IE-CRUZ-LIST RENTAL,fundraising
3709,WEB ADS: INTERVIEW/BISHOPS,digital
3710,DIGITAL AD PRODUCTION COSTS MATH,digital
3711,PRINTING MAILERS,administrative
3712,SOCIAL MEDIA PRODUCTION & PLACEMENT: HANDS,digital
3713,"10/16 POSTAGE, DATA, PRINTING, MAILING",administrative
3714,MEDIA - TV ADVERTISEMENT PRODUCTION.,media
3715,"ADVERTISEMENT CREATION, PRODUCTION AND PLACEMENT",media
3716,SOCIAL MEDIA PLACEMENT: REAL SOLUTIONS,digital
3718,VOTER CONTACT MAIL PRODUCTION & POSTAGE: CHINA #3,field
3719,MILEAGE FOR CANVASSERS 10/1-10/19,field
3720,STAFF SERVICES FOR MAILERS,administrative
3721,MAILSHOP FEES,administrative
3722,GET OUT THE VOTE POSTCARDS,administrative
3723,PHONE CREDIT FOR PHONEBANK EVENT,field
3724,RADIO ADS - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
3726,REIMBURSEMENT FOR FACEBOOK ADS,digital
3727,ESTIMATED CANVASSER LEAFLET COST,field
3728,TELEVISION AD (ESTIMATED COST),media
3729,EMAIL BLAST IN SUPPORT OF CHRISTINE O'DONNELL FOR US SENATE,digital
3730,TV AD OWES EVERYTHING,media
3731,STAFF TIME & FOOD FOR PHONEBANKING; 8/22 - 8/31; DOES NOT AGGREGATE TO 10K UNTIL 9/26/16,administrative
3732,MEDIA CABLE AD PRODUCTION RUN DATES 6/20-6/24/14,media
3734,TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - 'NEWTOWN',media
3735,PRO-TRUMP BRICKS FOR THE WALL,fundraising
3736,PHONE POLLS TX-26,field
3737,IE-SMITH-SIGNAGE,administrative
3738,DIRECT MAIL PRODUCTION-ALSO OPPOSE TRUMP CRUZ AND RUBIO,fundraising
3739,NEWS ADVERTISEMENT,media
3740,IE-RADIO-TOOMEY,media
3742,MAIL PRODUCTION AND POSTAGE (AFGHAN),fundraising
3743,FOOD & GAS CARDS,travel
3744,AUTOMATED CALLS - 10/09/2012,field
3745,IE-FISCHER-ONLINE ADS,digital
3746,MAILER - AFSCME-M8,fundraising
3747,RADIO / MEDIA PLACEMENT,media
3748,DESIGN/PRODUCTION OF POSTCARDS; LIST ACQUISTION,fundraising
3749,PRODUCTION AND PLACEMENT OF RADIO AND TV ADS,media
3750,ESTIMATED COST FOR VOTER OUTREACH CALLING SERVICES,field
3751,CANVASS TRAVEL,field
3753,TELEVISION ADVERTISING FOR 10/07/13 WYOMING AD,media
3755,OFFICE SPACE RENTAL,administrative
3756,IE-RUBIO-CC PROCESSING FEES,administrative
3757,TELEVISION AD PRODUCTION (ESTIMATED),media
3758,TELEVISION PRODUCTION AND FILM COST,media
3759,PRO-DONOVAN DIGITAL ADVERTISING,digital
3760,RADIO AD DIRECT MAIL ADS,media
3761,WEBSITE DESIGN/PRODUCTION/OPERATION COST,digital
3762,IE-STUTZMAN-ESTIMATED MEDIA PRODUCTION,media
3763,DIGITAL ADVERTISING - STRATEGIC CREATIVE & PLACEMENT,digital
3764,"TV AND DIGITAL ADVERTISEMENT BATTLE SUPPORTING JOE HECK, 7/15 - 7/28.",digital
3765,PRO-KRATOVIL MESSAGING/COMMUNICATION MGMT,media
3766,MAILING **CORRECTED AMOUNT FROM $48488.24 DUE TO RECVG BILL,administrative
3767,ADVERTISING-PLACEMENT OF WEB ADS (SO MANY THINGS & REPLACE),digital
3768,ADVERTISING-INTERNET,digital
3769,IE-LANDRIEU-MEDIA PRODUCTION,media
3770,MEDIA PURHCASE,media
3771,VIDEO PRODUCTION AND EDITING,media
3772,"TV ADVERTISEMENT THE KING SUPPORTING THOM TILLIS, 9/30 - 10/13.",media
3774,TELEVISION ADVERTISING OF 'LOST TOUCH',media
3775,"TV AND ONLINE ADVERTISEMENT WENT, 4/30 - 5/19.",digital
3776,PLEDGE CARD,fundraising
3778,IE FOR JOE HECK IN NV-03- RADIO MEDIA BUY,media
3779,LINK DISTRIBUTION,digital
3780,IE-ALLEN-ONLINE ADS,digital
3781,ESTIMATED COST FOR OPERATIONS DIRECTOR SERVICES 4/13-4/20,field
3783,SOCIAL MEDIA PRODUCTION & PLACEMENT: OUT OF TIME,digital
3784,INTERNET WEB AD - 'WHAT AMERICA WILL YOU LEAVE ME?',digital
3785,PRESS RELEASE (FROM ADVANCE LINE 21),media
3786,ONLINE ADS - CANDIDATE SPECIFIC,digital
3787,AD PRODUCTION AND MEDIA BUY,media
3788,ONLINE ADVERTISING-ESTIMATED COSTS,digital
3789,WATER FOR CREW,field
3790,MEDIA PRODUCTION FEES - CANDIDATE SPECIFIC,media
3791,CARPET CLEANING,travel
3792,RADIO MEDIA - LOOPHOLE,media
3793,SENIORS PRODUCTION\TMAIL PRODUCTION,media
3794,RADIO PRODUCTION - ENDORSED - DISSEMINATED 8/19/2016,media
3795,CREATION AND PLACEMENT OF INTERNET ADS 8/24 - 9/6,digital
3796,IE-RADIO-SOUTHERLAND,media
3797,GOTV DOOR HANGERS,field
3798,VOTER CONTACT MAIL PRODUCTION & POSTAGE: MEDICARE #2,field
3799,DIGITAL AD BUY AND COMMISSION,digital
3800,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JULY 15 - 31ST.,fundraising
3801,CHIEF OPERATING OFFICER,consulting
3803,IE-DUCKWORTH-MEDIA BUY,media
3804,"ADVERTISING PRODUCTION (SEE SCH D, LINE 10 DEBT)",media
3805,RENT FOR PHONE BANK OFFICE,administrative
3806,CHECKS,administrative
3807,PRODUCTION COSTS RADIO ADS FIRST REPORTED 5/6,media
