,Purpose Code,Categorization
547,IN KIND EVENT CATERING,administrative
690,IN KIND EXEMPT LEGAL SERVICES,legal
876,IN KIND IN HOUSE PRINTING OF POSTCARDS,administrative
938,IN KIND IN KIND TRAVEL,travel
776,IN KIND LEGAL COMPLIANCE SERVICES,legal
625,IN KIND LEGAL FEES,legal
663,IN KIND LEGAL SERVICES,legal
597,IN KIND LIST RENTAL,fundraising
900,IN KIND MILEAGE,travel
785,IN KIND PAYMENT FOR LEGAL SERVICES APPLIED TO SCHED D DEBT,legal
995,IN KIND POLITICAL DATA ANALYSIS,polling
824,IN KIND POLLING,polling
896,IN KIND POLLING RESEARCH SEE LINE 11AI,polling
826,IN KIND RESEARCH,polling
943,IN KIND RESEARCH AND MEDIA ANALYTICS,polling
891,IN KIND RESEARCH SERVICES,polling
123,IN KIND SALARY,administrative
892,IN KIND SEPTEMBER TRAVEL,travel
133,IN KIND STAFF,administrative
941,IN KIND TRANSPORTATION SERVICES,travel
851,IN KIND TRAVEL,travel
954,IN KIND TTW SURVEY RESEARCH,polling
901,IN KIND VOTER FILE,digital
848,IN KIND VOTER FILE ACCESS,digital
1150,IN KIND:  EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 8/1-8/31,field
1136,IN KIND: SOCIAL MEDIA/WEBSITE DEVELOPMENT,digital
6707,IN KIND-STAFFTIME FOR MESSAGE DEVELOPMENT,administrative
688,INAUGURATION EVENTS,administrative
2596,INB008 TELEMARKETING - ESTIMATE,fundraising
7171,INBOUND AND OUTBOUND PHONE CALLS/DIRECT RESPONSE TV ADS 9/4/12-9/7/12,media
4727,INBOUND/OUTBOUND ADVOCACY CALLS (ESTIMATE 10/1/12-10/7/12),field
3362,INDEP EXPEND:  AD SUPPORTING B. BOYLE FOR CONGRESS,media
4257,INDEP EXPEND:  DOOR HANGERS SUPPORTING BOYLE FOR CONGRESS,field
1632,INDEPENDANT CONTRACTOR ASSISTANCE,administrative
1078,INDEPENDENT EXPENDITURE,administrative
7588,INDEPENDENT EXPENDITURE - BOOTH RENTAL,administrative
2671,INDEPENDENT EXPENDITURE - MAIL,administrative
2567,INDEPENDENT EXPENDITURE - MAILING,administrative
5078,INDEPENDENT EXPENDITURE - POSTAGE,administrative
7350,INDEPENDENT EXPENDITURE - PRINT 4 COLOR,administrative
4281,INDEPENDENT EXPENDITURE - RADIO BUY - REP. RAUL RUIZ,media
6198,INDEPENDENT EXPENDITURE - RADIO/MAIL/TELEPHONES FOR RE. AMI BERA,media
1903,INDEPENDENT EXPENDITURE OPPOSING DONALD TROMP,media
5574,INDEPENDENT EXPENDITURE: EMAILS,digital
3007,INFOGRAPHICS,media
1960,INFORMATION IN VOTER GUIDE,field
3403,INFORMATION TECHNOLOGY SEVICES FOR GROUND CAMPAIGN AND PHONE BANKING,field
7042,IN-HOUSE PRINTING - VOTE FOR MICHELLE NUNN U.S. SENATE,administrative
5059,INK AND CARD STOCK FOR WALK PIECES,field
4726,INKIND - MEDIA PRODUCTION,media
7309,IN-KIND - STAFFTIME FOR MESSAGE DEVELOPMENT,administrative
1485,IN-KIND - TELEVISION ADVERTISEMENT,media
1740,IN-KIND COPYWRITING FOR ADVOCACY COMMUNICATIONS (ESTIMATE),administrative
7483,IN-KIND DIRECT MAILING,fundraising
1978,IN-KIND DIRECT MAILING POSTCARDS (ACTUAL),fundraising
4396,IN-KIND GOOGLE ADWORKS ADVOCACY,digital
2955,IN-KIND MEDIA PRODUCTION EXPENSE,media
948,INKIND ON LINE VOTER FILE ACCESS,digital
6157,IN-KIND PAYMENT VIA CC BY STUART SMITH TO NEWS15 FOR MEDIA BUYS & PRODUCTION COSTS,media
777,IN-KIND PHONE BANKING EQUIPMENT,field
7294,IN-KIND PHONE BANKING EQUIPMENT SHIPPING,field
3354,IN-KIND PHONE CALLS IN SUPPORT OF MCDANIEL,field
7106,IN-KIND POSTCARD DIRECT MAILING,fundraising
1628,IN-KIND RECEIVED: PHOTOGRAPH,administrative
907,INKIND STAFF TRAVEL EXPENSES,travel
4221,IN-KIND TELEVISION ADVERTISING,media
975,INKIND TRAVEL,travel
886,INKIND VOTER FILE ACCESS,digital
2135,IN-KIND:  PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 7/1-7/31,field
5837,IN-KIND: EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/1-9/30/12,field
2703,IN-KIND: LIST ACQUISITION,fundraising
6128,IN-KIND: LIST RENTAL,fundraising
4363,IN-KIND:PAYMENT FOR STAFF TIME FOR PHONE BANKS AND CANVASING/MAY 17TH THROUGH JUNE 4TH,field
2895,INKIND-USE OF DONATED EMAIL LIST,fundraising
3981,INSIDER BARBER' AND 'CLEAR' TELEVISION ADVERTISEMENTS,media
3340,INSIDER-BARBER' TV ADVERTISEMENT,media
201,INSURANCE,administrative
514,INSURANCE - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,administrative
127,INSURANCE HEALTH LIFE,administrative
335,INSURANCE PREMIUM,administrative
1739,INTERENET ADVERTISING & WEBSITE,digital
508,INTEREST,administrative
6821,INTERNET  NEWSLETTER COSTS - CANDIDATE SPECIFIC,digital
2878,INTERNET AD - CANDIDATE SPECIFIC,digital
2600,INTERNET AD BUY,digital
6533,INTERNET AD CREATION,digital
2313,INTERNET AD EXPENSE,digital
1005,INTERNET AD PLACEMENT PRODUCTION COSTS,digital
5868,INTERNET AD PRODUCTION COSTS,digital
7197,INTERNET AD PRODUCTION COSTS (FROM ADVANCE LINE 21),digital
2493,INTERNET AD PRODUCTION COSTS (PULL FROM ADVANCE LINE 21),digital
7846,INTERNET AD TO PROMOTE POLITICAL ADS; ROGUES GALLERY,digital
6685,INTERNET AD TO PROMOTE POLITICAL ADS; ROGUES GALLERY & CALBE AD,digital
101,INTERNET ADS,digital
2404,INTERNET ADS COMMUNICATIONS,digital
6401,INTERNET ADS COMMUNICATIONS COSTS (FROM ADVANCE LINE 21),digital
2894,INTERNET ADS PD VIA CREDIT CARDS FOR GOOGLE STLOUISTODAY RIVERFRONT TIMES AND KANSASCITY.COM,digital
2735,INTERNET ADS RE ROMNEY COURT,digital
6818,INTERNET ADS START 5/25,digital
7508,INTERNET ADS STARTING 10/13,digital
585,INTERNET ADS STARTING 10/15,digital
5553,INTERNET ADS -STOP THE LEAKS,digital
789,INTERNET ADS/COMMUNICATIONS,digital
3584,INTERNET ADS/COMMUNICATIONS (FROM ADVANCE LINE 21),digital
485,INTERNET ADVERTISEMENT - FACEBOOK.COM BANNER AD,digital
7335,INTERNET ADVERTISEMENT PRODUCTION,digital
2649,INTERNET ADVERTISEMENTS,digital
2480,INTERNET ADVERTISIN,digital
758,INTERNET ADVERTISING - NON-CONTRIBUTION ACCOUNT,digital
1203,INTERNET ADVERTISING - POST PRODUCTION,digital
1691,INTERNET ADVERTISING - PRODUCTION FEES,digital
7731,INTERNET ADVERTISING / PRODUCTION COST,digital
103,INTERNET ADVERTISING BUY,digital
3046,INTERNET ADVERTISING EXPENSE,digital
4894,INTERNET ADVERTISING PLACEMENT PRODUCTION COSTS,digital
4405,INTERNET ADVERTISING PRODUCTION,digital
1767,INTERNET ADVERTISING PRODUCTION COSTS (FROM ADVANCE LINE 21),digital
5006,INTERNET ADVERTISING; ALSO OPPOSES MITT ROMNEY,digital
3622,INTERNET ADVERTISING; ALSO OPPOSES RICK SANTORUM,digital
5120,INTERNET AND EMAIL ADVERTISING; ALSO SUPPORTS MITT ROMNEY,digital
15,INTERNET AND WEBSITE SERVICES,digital
4057,INTERNET COMMUNICATION,digital
5001,INTERNET COMMUNICATION(FROM ADV. LINE21),digital
7804,INTERNET COMMUNICATIONS,digital
2782,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),digital
235,INTERNET CONSULTING,consulting
239,INTERNET CONSULTING SERVICES,consulting
5382,INTERNET EXPENSE (EMAILS)-ESTIMATED COST,digital
545,INTERNET FUNDRAISING,fundraising
5324,INTERNET MEDIA ADS AND SERVICES,digital
1423,INTERNET MEDIA BUY,digital
3565,INTERNET NEWSLETTER COSTS,digital
6455,INTERNET VIDEO,digital
1353,INTERNET VIDEO AD PRODUCTION COSTS; ROGUES GALLERY,digital
3100,INTERNET VIDEO PRODUCTION COSTS,digital
1682,INTERNET VIDEOS,digital
1615,INTERNET WEB AD - TASTE TEST - MEDICARE,digital
130,INTERNET WEB AD  WHAT AMERICA WILL YOU LEAVE ME,digital
3784,INTERNET WEB AD - 'WHAT AMERICA WILL YOU LEAVE ME?',digital
5068,INTERNET WEB MEMES,digital
100,INTERNET WEBSITE DEVELOPMENT (WHEREISTHECHANGE.ORG),digital
3841,INV.# 11290 - SIGNS,media
3861,IOWA CABLE TV BUY,media
1062,IOWA STARTING LINE ONLINE ADVERTISING,digital
7932,IOWA VOTER CONTACT CALLS,field
3334,IPADS FOR CANVASSING (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),field
944,ISSUE RESEARCH,polling
822,ISSUE SURVEY,polling
351,IT CONSULTING,consulting
191,ITEMIZED SEE BELOW,administrative
6615,JAN GIVEGREEN APPEAL - MAILSHOP,administrative
3038,JAN GIVEGREEN APPEAL - PROOFREADING,media
3253,JAN GIVEGREEN APPEAL PRINTING,administrative
2785,JANUARY GIVEGREEN APPEAL POSTAGE,administrative
650,JFC ACCOUNTING COMPLIANCE SERVICES,legal
920,JFC ACCOUNTING COMPLIANCE SVCS PHONE DEL,legal
850,JFC ADVANCE EVENT TRAVEL SERVICES,travel
972,JFC ADVANCE TRAVEL SERVICES,travel
865,JFC AIRFARE,travel
713,JFC AUDIO LIGHTING EXPENSE,administrative
777,JFC AUDIO VISUAL,administrative
145,JFC DIGITAL CONSULTING,consulting
455,JFC DIRECT MARKETING,fundraising
529,JFC EVENT CATERING,administrative
249,JFC FUNDRAISING CONSULTING FEE,consulting
737,JFC LEGAL FEES,legal
665,JFC LEGAL SERVICES,legal
487,JFC LIST ACQUISITION,fundraising
844,JFC TRAVEL,travel
879,JFC TRAVEL CATERING FACILITY RENTAL,travel
819,JFC TRAVEL EVENT SERVICES,travel
998,JFC TRAVEL EXPENSE,travel
858,JFC TRAVEL NO ITEM REQUIRED,travel
940,JFC TRAVEL STANDARD MARKET RATE,travel
718,JJ10 AUDIO VISUAL,administrative
2610,JOB AD,media
3587,JOB AD FOR CANVASSERS,field
1047,JOB ADS,media
3065,JOB ADVERTISING,media
3074,JOB POSTING FEE,administrative
4640,JOE DIO GUARDI POST CARD MAILING,administrative
427,JOINT FUNDRAISING FEE,fundraising
1681,JOSH PHILLIPS FLIGHT TO MONTANA,travel
6220,JULY MONTHLY FACEBOOK ADVERTISING,digital
4534,JULY MONTHLY OUTBOUND PHONE FEES,administrative
1055,JUNE MONTHLY DIRECT MAIL FEES,fundraising
4124,JUNE MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
2183,JUNE MONTHLY LIST RENTAL FEES,fundraising
51,KICK-OFF PRESS CONFERENCE,media
324,KYOCERA MFC PRINTER YORK,administrative
7097,LABELS,administrative
7261,LABELS FOR COLLATERAL MATERIAL,administrative
1297,LABOR - BLOCK WALKERS PHONE BANKS,field
5395,LABOR - BLOCK WALKERS PHONE CALLS,field
4222,LABOR - BLOCKWALKERS/PHONE CALLERS,field
348,LABOR - BLOCKWALKING PHONE CALLS,field
913,LABOR - PHONE BANKS BLOCK WALKERS,field
66,LABOR AND POSTAGE FOR MAILPIECE,administrative
3910,LABOR COSTS - PHONE BANK INTERNS,field
4183,LABOR POSTAGE AND PRINTING FOR POSTCARD,administrative
2777,LAPEL PINS,administrative
5400,LAPEL PINS AND SHIRTS FOR CANVASSERS UT,administrative
1193,LAPEL STICKERS,administrative
5858,LAPEL STICKERS AND SHIRTS FOR CANVASSERS NC,administrative
2566,LAPEL STICKERS FOR CANVASSERS,administrative
4813,LATINO MEDIA FEES,media
6123,LATINO RADIO AD,media
731,LATINO RELEVISION ADS,media
7616,LATINO TELEVISION ADS,media
6119,LEADERSHIP ONLINE AD PLACEMENT (ACTUAL NOT ESTIMATED),digital
1441,LEAFLET- COUNTRY DIVIDED (ESTIMATE),field
3428,LEAFLET- COUNTRY DIVIDED (SEPTEMBER ESTIMATE),field
2044,LEAFLETTER,field
606,LEGAL ACCOUNTING SERVICES,legal
713,LEGAL ACCOUNTING SERVICES AND EXPENSES,legal
688,LEGAL ADVICE,legal
700,LEGAL AND ACCOUNTING,legal
644,LEGAL AND ACCOUNTING SERVICES,legal
716,LEGAL AND ADMINISTRATIVE EXPENSES,legal
794,LEGAL AND ADMINISTRATIVE FEES,legal
668,LEGAL AND ADMINISTRATIVE SERVICES,legal
772,LEGAL AND COMPLIANCE,legal
227,LEGAL AND COMPLIANCE CONSULTING,consulting
701,LEGAL AND COMPLIANCE FEES,legal
607,LEGAL AND COMPLIANCE SERVICES,legal
777,LEGAL AND REPORTING FEES,legal
648,LEGAL AND REPORTING SERVICES,legal
753,LEGAL AND TREASURY EXPENSES,legal
624,LEGAL AND TREASURY FEES,legal
799,LEGAL CAMPAIGN FINANCE REPORT SERVICES,legal
686,LEGAL COMPLIANCE,legal
769,LEGAL COMPLIANCE FEE,legal
707,LEGAL COMPLIANCE FEES,legal
605,LEGAL COMPLIANCE SERVICES,legal
726,LEGAL COMPLIANCE WORK,legal
732,LEGAL CONSULTATION,legal
348,LEGAL CONSULTING SERVICES,consulting
637,LEGAL COUNSEL,legal
649,LEGAL EXPENSE,legal
712,LEGAL EXPENSES ON BEHALF OF CHARLES BRIMMER,legal
619,LEGAL FEE,legal
601,LEGAL FEES,legal
734,LEGAL FEES EXPENSES,legal
798,LEGAL FEES FOR PAC,legal
796,LEGAL FEES NOT CANDIDATE SPECIFIC,legal
763,LEGAL FEES WITH ORIGINAL INVOICE DATES OF 7 6 12 8 3 12 9 5 12 10 4 12 AND 11 7 12,legal
653,LEGAL MATTERS,legal
786,LEGAL MONTHLY RETAINER,legal
677,LEGAL PROFESSIONAL SERVICES,legal
736,LEGAL PUBLIC RELATIONS AND ACCOUNTING SERVICES,legal
612,LEGAL REPORTING SERVICES,legal
645,LEGAL REPRESENTATION,legal
640,LEGAL RETAINER FEE,legal
697,LEGAL SERVICE,legal
754,LEGAL SERVICE FEES,legal
780,LEGAL SERVICES AND EXPENSES,legal
733,LEGAL SERVICES APRIL,legal
758,LEGAL SERVICES FOR INCORPORATINPETITION ETHICS,legal
760,LEGAL SERVICES FOR PAC,legal
791,LEGAL SERVICES FOR THE PAC,legal
664,LEGAL SERVICES PAC ADMINISTRATION,legal
718,LEGAL SERVICES RECOUNT,legal
608,LEGAL SERVICES RENDERED,legal
710,LEGAL SETTLEMENT,legal
708,LEGAL SETTLEMENT 2010 FEC MATTER,legal
670,LEGAL SETTLEMENT PAYMENT,legal
725,LEGAL TREASURY EXPENSES,legal
616,LEGAL TREASURY FEES,legal
999,LETS NOT LOSE MOMENTUM VIDEO PRODUCTION,media
5345,LETTER & POSTAGE,administrative
6136,LETTER PRINTING ADDRESSING POSTAGE,administrative
3009,LETTER PRINTING FOR DIRECT MAIL,fundraising
351,LIABILITY INSURANCE,administrative
6400,LICENSE FEE FOR MUSIC-ESTIMATED COSTS,administrative
1815,LICENSE OF PROPIETARY LIST FOR EMAIL COMMUNICATIONS,digital
1564,LICENSING,administrative
6070,LIFE OPERATOR ADVOCACY CALLS,field
243,LIGHT RAIL FARE,travel
673,LIGHTING,administrative
751,LIGHTING AND AUDIO STAGE SETUP,administrative
1126,LIGHTING FOR ONLINE VIDEO PRODUCTION,digital
2413,LIGHTING SERVICES FOR MURAL,administrative
3779,LINK DISTRIBUTION,digital
420,LIST ACQUISITION,fundraising
1910,LIST ACQUISITION - VOTER CONTACT,fundraising
2196,LIST ACQUISITION 'GOTV OBAMACARE QUIZ',fundraising
4158,LIST ACQUISITION PRODUCTION PRINTING AND POSTAGE OF MAILER,fundraising
6510,LIST BROKERING,fundraising
577,LIST MANAGEMENT SERVICES,fundraising
522,LIST MANAGEMENT SVC,fundraising
482,LIST PROCESSING,fundraising
4376,LIST PROCUREMENT,fundraising
228,LIST PURCHASE,fundraising
4403,LIST PURCHASE - VOTE FOR HILLARY,fundraising
2158,LIST RENAL,fundraising
200,LIST RENTAL,fundraising
3185,LIST RENTAL & AUTOMATED PHONE BANKS,digital
297,LIST RENTAL AND POSTAGE OF INVITATIONS FOR FUNDRAISER,fundraising
346,LIST RENTAL CONSULTING,consulting
883,LIST RENTAL DATA SERVICES,digital
506,LIST RENTAL EXPENSE,fundraising
4967,LIST RENTAL EXPENSES,fundraising
330,LIST RENTAL FEES,fundraising
7738,LIST RENTAL FEES FOR 7/27,fundraising
7225,LIST RENTAL FEES- NATIONALLY DISTRIBUTED,fundraising
5246,LIST RENTAL FOR EMAILS,fundraising
3242,LIST RENTAL FOR MAILER,fundraising
7482,LIST RENTAL FOR POSTCARD MAILING,fundraising
1679,LIST RENTAL FOR ROBO CALLS,fundraising
306,LIST RENTAL MAINTENANCE,fundraising
3421,LIST RENTAL/CREATIVE FEES,fundraising
120,LIST RENTALS,fundraising
7645,LITERATUR DIST,field
237,LITERATURE,field
197,LITERATURE - 10/29/2012,field
3143,LITERATURE (DOOR HANGERS) FOR PA CANVASS,field
4516,LITERATURE AND CANVASS,field
4541,LITERATURE DISTRIBUTED VIA CANVASS - 10/22/2012,field
7735,LITERATURE DISTRIBUTINO,field
2752,LITERATURE DISTRIBUTION,field
2643,LITERATURE FOR CANVASS,field
535,LITERATURE PRINTING,field
3174,LIVE AND AUTOMATED TELEPHONE CALLS,field
5996,LIVE CALLS,field
606,LIVE CALLS - 08/05/2012,field
6079,LIVE CALLS - 10/13/2012,field
7188,LIVE PHONE BANK,field
417,LIVE PHONE BANK CALLS,field
6460,LIVE PHONE BANKS,field
840,LIVE PHONE CALLS,field
5768,LIVE TELEPHONE CALLS,field
2622,LIVE VOTER CONTACT PHONES,field
5661,LIVE-AUTO PHONE CALLS,field
4887,LLIST RENTAL,fundraising
949,LOCAL TRANSPORTATION,travel
4108,LOCATION RENTAL AND STAFF TIME,administrative
16,LODGING,travel
394,LODGING (ESTIMATE),travel
5252,LODGING AND TRAVEL EXPENSES FOR CANVASSING. 10/1/16-10/19/16,field
7870,LODGING AND TRAVEL EXPENSES FOR CANVASSING. 10/20/16-10/22/16,field
2756,LODGING AND TRAVEL EXPENSES FOR CANVASSING. 10/8/16-11/8/16,field
4594,LODGING AND TRAVEL EXPENSES FOR CANVASSING. 9/23/16-9/30/16,field
1181,LODGING AND TRAVEL EXPENSES FOR CANVASSING. 9/23/16-9/30/16 (DOES NOT EXCEED $10000 UNTIL 10/19/16),field
67,LODGING CATERING,travel
4498,LODGING EXPENSE FOR RALLY,field
5483,LODGING FOR CANVASSER,field
2004,LODGING FOR RALLY,travel
201,LODGING FOR S. MCDADE,administrative
6497,LODGING FOR VOLUNTEER EVENT (ALSO SUPPORTING MAGGIE HASSAN),travel
4034,LODING FOR CANVASSING DEPLOYMENT 11/5-11/6,field
7142,LUMP PAYMENT FOR VOTER OUTREACH CALLING SERVICES,field
3999,LUMP SUM PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS 7/19/12-7/29/12,field
176,LUMP SUM PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS FROM 7/30/12-8/12/12,field
6911,LUNCH,administrative
3223,LUNCH FOR ORGANISING EVENT,administrative
6206,MAD SCIENTIST PRODUCTION\TTV PRODUCTION,media
2755,MAFFEI-A VOICE FOR CENTRAL NY,media
7749,MAFFEI-CHOOSE YOUR OWN DOCTOR,administrative
7580,MAGAZINE AD SUPPORTING SHARRON ANGLE,media
1095,MAGAZINE ARTICLE - POSTAGE,administrative
5784,MAGAZINE ARTICLE PRINTING AND SHIPPING (NATIONALLY DISSEMINATED),media
2915,MAGAZINE ARTICLE PRINTING AND SHIPPING NATIONALLY DISTRIBUTED - $22.03 PER STATE FOR 49 STATES,media
7343,MAGAZINE ARTICLE PRINTING AND SHIPPING NATIONALLY DISTRIBUTED - $28.06 PER STATE FOR 49 STATES,media
63,MAGAZINE FLIERS: HARRY REID VOTES,media
2403,MAGAZINE INSERT PRINTING AND SHIPPING,media
1769,MAGAZINE INSERT PRINTING AND SHIPPING (NATIONALLY DISSEMINATED),media
86,MAIL,administrative
7565,MAIL - FUZZY ETHICS,administrative
2769,MAIL & PRINTING,administrative
2831,MAIL 3 DAVIS.HOCHUL,administrative
3696,MAIL ADVERTISING DISSEMINATED 7/31/2012,media
710,MAIL AND ONLINE ADVERTISING,digital
7469,MAIL BUNDLING APPEAL - PRINTING,administrative
4612,MAIL BUNDLING APPEAL - STAFF TIME,administrative
807,MAIL BUNDLING APPEAL-BRE,administrative
3520,MAIL BUNDLING APPEAL-PRINTING,administrative
2720,MAIL BUNDLING APPEAL-PROOFREADING,administrative
4861,MAIL COST (FROM ADVANCE LINE 21),administrative
7131,MAIL COST POSTAGE,administrative
4979,MAIL COSTS (FROM ADVANCE LINE 21),administrative
4248,MAIL COSTS (PULLED FROM ADVANCE LINE 21),administrative
2578,MAIL COSTS POSTAGE,administrative
4111,MAIL COSTS POSTAGE,administrative
7787,MAIL COSTS POSTAGE (FROM ADVANCE LINE 21),administrative
3532,MAIL COSTS POSTAGE INTERNET COMMUNICATIONS PHONE BANK,administrative
2891,MAIL DESIGN (BEGICH ENERGY),fundraising
2945,MAIL DESIGN (BEGICH OBAMACARE),fundraising
7080,MAIL DESIGN (DEFEAT BEGICH 2),fundraising
720,MAIL DESIGN (DEFEAT BEGICH 3),fundraising
4316,MAIL DESIGN (DEFEAT RAHALL 1),fundraising
1229,MAIL DESIGN (DEFEAT RAHALL 3),fundraising
1301,MAIL DESIGN (DEFEAT UDALL 1),fundraising
5707,MAIL DESIGN (DEFEAT UDALL 2),fundraising
4093,MAIL DESIGN (DEFEAT WARNER),fundraising
5215,MAIL DESIGN (HAGAN 2),fundraising
7253,MAIL DESIGN (HAGAN 4),fundraising
7575,MAIL DESIGN (OBAMACARE DISASTER),fundraising
6314,MAIL DESIGN (WEILAND/PRESSLER 1),fundraising
6445,MAIL DESIGN (WEILAND/PRESSLER 4),fundraising
816,MAIL DESIGN PRINTING PHOTOGRAPHY HANDLING FEE & POSTAGE,fundraising
1142,MAIL DESIGN PRODUCTION & POSTAGE,fundraising
5313,MAIL DESIGN PRODUCTION & POSTAGE - GEORGE PHILLIPS,fundraising
2028,MAIL DESIGN STOCK PRINTING PRODUCTION & POSTAGE,fundraising
3217,MAIL DESIGN/LAYOUT PRINTING PRODUCTION/MAIL SERVICES/POSTAGE,fundraising
5221,MAIL DESIGN/LAYOUT PRITING PRODUCTION/MAIL SERVICE & POSTAGE,fundraising
491,MAIL EST,administrative
78,MAIL EXPENSE,administrative
174,MAIL HOUSE HANDLING FEE FOR PERIODICAL,administrative
4464,MAIL LIST RENTAL MAILER DISTRIBUTION AND POSTAGE,fundraising
2813,MAIL 'NY-18' 'HAYWORTH 1',fundraising
2816,MAIL 'NY-18' 'HAYWORTH 2',fundraising
6605,MAIL 'NY-18' 'MALONEY 1',fundraising
7720,MAIL 'NY-18' 'MALONEY 2',fundraising
7383,MAIL 'NY-27' 'COLLINS 3',fundraising
307,MAIL 'NY-27' 'COLLINS 6',administrative
4956,MAIL 'NY-27' 'COLLINS 7',administrative
7365,MAIL PIECE (NY),fundraising
6451,MAIL PIECE 'AME1205_CLEAN WATER',fundraising
464,MAIL PIECE 'AME1208_CLEAN WATER NEGATIVE',fundraising
116,MAIL PIECE 'AME1209_MEDICARE NEGATIVE',fundraising
4685,MAIL PIECE 'HEE/OUR WAY OF LIFE'  (NCLUDED REFERENCE TO OBAMA),fundraising
7698,MAIL PIECE MEDICARE 1,fundraising
3127,MAIL PIECE PRODUCTION,fundraising
3068,MAIL PIECE PRODUCTION AND MAILING (NATIONWIDE EXPENDITURE),fundraising
1470,MAIL PIECE PRODUCTION AND POSTAGE,administrative
6240,MAIL PIECE PRODUCTION AND POSTAGE.,fundraising
7181,MAIL PIECE PRODUCTION AND POSTAGE-ESTIMATED COSTS,fundraising
3464,MAIL PIECE PRODUCTION POSTAGE; IN-KIND FROM STUART SMITH CREDIT CARD,fundraising
7847,MAIL PIECE-AMERISH BERA,fundraising
6854,MAIL PIECE-BRAD ASHFORD,fundraising
6592,MAIL PIECE-RYAN COSTELLO,fundraising
2547,MAIL POSTAGE,administrative
6702,MAIL POSTAGE PRINTING AND PRODUCTION,administrative
7323,MAIL PRINTING,administrative
3566,MAIL PRINTING & POSTAGE (FORWARD),administrative
6967,MAIL PRINTING & POSTAGE (OBAMACARE),administrative
2784,MAIL PRINTING & POSTAGE (WEILAND/PRESSLER 3),administrative
1922,MAIL PRINTING & POSTAGE (WEILAND/PRESSLER 4),administrative
6938,MAIL PRINTING & SHIPPING (DEFEAT BEGICH 2),administrative
7444,MAIL PRINTING & SHIPPING (DEFEAT BEGICH 3),administrative
2664,MAIL PRINTING AND POSTAGE (DEFEAT UDALL 3),administrative
2532,MAIL PRINTING AND SHIPPING (BEGICH ENERGY),administrative
1358,MAIL PRINTING AND SHIPPING (BEGICH OBAMACARE),administrative
2275,MAIL PRINTING AND SHIPPING (DEFEAT RAHALL 1),fundraising
65,MAIL PRINTING PRODUCTION AND POSTAGE,administrative
112,MAIL PROCESSING SERVICES,administrative
4736,MAIL PRODUCITON COSTS POSTAGE,fundraising
466,MAIL PRODUCTION,fundraising
1503,MAIL PRODUCTION AND DELIVERY,fundraising
3159,MAIL PRODUCTION AND POSTAGE,fundraising
3634,MAIL PRODUCTION AND POSTAGE,fundraising
4671,MAIL PRODUCTION AND POSTAGE - ESTIMATED COSTS,fundraising
3022,MAIL PRODUCTION AND POSTAGE (ABANDONED),fundraising
3742,MAIL PRODUCTION AND POSTAGE (AFGHAN),fundraising
3310,MAIL PRODUCTION AND POSTAGE (JOBS),fundraising
2737,MAIL PRODUCTION AND POSTAGE (MTP2),fundraising
3952,MAIL PRODUCTION AND POSTAGE (VETS),fundraising
2337,MAIL PRODUCTION AND POSTAGE COSTS (ESTIMATE),fundraising
4915,MAIL PRODUCTION COSTS,fundraising
7134,MAIL PRODUCTION COSTS (GRAPHIC DESIGN),fundraising
308,MAIL PRODUCTION COSTS POSTAGE,fundraising
7898,MAIL PRODUCTION COSTS; POSTAGE,fundraising
6465,MAIL PRODUCTION PRINTING POSTAGE (ABSENTEE BALLOT 2),fundraising
7981,MAIL PRODUCTION PRINTING POSTAGE (AGRICULTURE),fundraising
862,MAIL PRODUCTION PRINTING POSTAGE (BRALEY 1),fundraising
2261,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 1),fundraising
7814,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 2),fundraising
4384,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 1),fundraising
5336,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 3),fundraising
7010,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT UDALL 1),fundraising
4153,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT UDALL 2),fundraising
3116,MAIL PRODUCTION PRINTING POSTAGE (ENERGY),fundraising
4378,MAIL PRODUCTION PRINTING POSTAGE (FIRST AMENDMENT),fundraising
4717,MAIL PRODUCTION PRINTING POSTAGE (HAGAN 1),fundraising
5776,MAIL PRODUCTION PRINTING POSTAGE (HAGAN 4),fundraising
1351,MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING 2),fundraising
735,MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING),fundraising
2330,MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 1),fundraising
